-1.080636291503906250e+02,-1.987379608154296875e+02
8.239836120605468750e+01,2.484841918945312500e+02
9.742706298828125000e+02,7.038538818359375000e+02
-3.273253479003906250e+02,1.943685302734375000e+02
2.622910461425781250e+02,-3.965647277832031250e+02
-7.569243164062500000e+02,3.428565216064453125e+01
4.314915161132812500e+02,5.564950180053710938e+01
4.267930297851562500e+02,-7.369989624023437500e+02
1.668757781982421875e+02,-1.730695486068725586e+00
1.637875366210937500e+02,-5.602232666015625000e+02
-4.631913146972656250e+02,-9.475593566894531250e+01
-7.489160156250000000e+01,1.271050720214843750e+02
1.380281250000000000e+03,8.978789672851562500e+02
-4.980860900878906250e+01,4.742106323242187500e+02
2.900894165039062500e+02,3.412814941406250000e+02
-1.547173767089843750e+02,3.138955383300781250e+02
6.642797851562500000e+01,-2.489836120605468750e+02
-6.266531982421875000e+02,2.904685363769531250e+02
3.262424926757812500e+02,-1.679035797119140625e+02
-2.990766296386718750e+02,-3.477171707153320312e+01
-1.477121276855468750e+02,-5.312570190429687500e+02
